track_name,artist_name,album_name,track_duration,track_popularity,track_release_date,track_explicit,artist_genre,artist_popularity,artist_follower_count,artist_ranking,my_top_songs
Into The Dark (feat. Kellin Quinn),Point North,Brand New Vision,198,59,202008,0,pop punk,57,182043,56,1
Chaotic,Memphis May Fire,Chaotic,171,51,202404,0,"metalcore, post-hardcore, screamo",62,924053,28,1
Lights Out,Breaking Benjamin,Dear Agony,213,52,200901,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,1
Warpaint,Of Mice & Men,Tether,208,40,202310,1,"metalcore, post-hardcore, screamo, metal",61,1354909,20,1
Wretched,Daedric,Mortal,236,44,202308,0,,45,47201,66,1
Don't You Dare Forget the Sun,Get Scared,"Built for Blame, Laced With Shame - Spotify Exclusive",193,62,201208,0,"emo, metalcore, post-hardcore",58,764241,21,1
The Optimist (feat. Conquer Divide),10 Years,The Optimist (feat. Conquer Divide),178,51,202409,0,"post-grunge, alternative metal",59,710585,105,1
The House of Wolves,Bring Me The Horizon,Sempiternal (Expanded Edition),205,65,201304,1,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,1
Daggers,We Came As Romans,Darkbloom,194,61,202210,1,"metalcore, post-hardcore, screamo",64,918355,35,1
Pretend,The Plot In You,Pretend,185,21,202409,1,metalcore,66,545636,40,1
Off With Her Head,Icon For Hire,Scripted,185,48,201101,0,christian rock,51,356148,22,1
IF IT DOESN'T HURT,NOTHING MORE,IF IT DOESN'T HURT,179,57,202401,0,,67,545705,11,1
Forgotten,The Plot In You,Vol. 1,175,68,202401,1,metalcore,66,545636,40,1
Bad Dreams (feat. Of Virtue),Conquer Divide,Bad Dreams (feat. Of Virtue),220,52,202501,0,metalcore,52,128936,33,1
Big Bad Wolf,In This Moment,Black Widow,310,59,201411,0,metal,63,1411114,39,1
Fade Away,Breaking Benjamin,Dear Agony,196,54,200901,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,1
DArkSide,Bring Me The Horizon,POST HUMAN: NeX GEn,165,72,202405,1,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,1
Voices,Motionless In White,Graveyard Shift,224,70,201705,0,"metalcore, metal, screamo",70,1910079,2,1
Echo,Of Mice & Men,Echo,199,47,202112,0,"metalcore, post-hardcore, screamo, metal",61,1354909,20,1
Dial Tone,Catch Your Breath,Shame On Me,200,75,202310,0,metalcore,64,216967,72,1
DAMAGED (feat. Spencer Charnas),In This Moment,GODMODE,204,46,202310,0,metal,63,1411114,39,1
My Own Worst Enemy,Get Scared,"Punk Goes 90's, Vol. 2",180,40,201404,1,"emo, metalcore, post-hardcore",58,764241,21,1
Breath,Breaking Benjamin,Phobia (Clean Version),218,74,200601,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,1
"Check Yes, Juliet",We The Kings,We The Kings,220,74,200710,0,pop punk,62,1309022,349,1
Tangled In The Great Escape,Pierce The Veil,Collide With The Sky,356,60,201207,0,"emo, screamo, post-hardcore",77,3583033,4,1
Psycho,Breaking Benjamin,Ember,200,52,201804,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,1
The American Nightmare,Ice Nine Kills,The Silver Scream,249,65,201810,1,"metalcore, metal",67,1112695,7,1
Murder Mitten,I See Stars,New Demons,302,54,201310,0,"metalcore, post-hardcore, screamo, deathstep",54,497184,70,1
Waiting,The Red Jumpsuit Apparatus,Don't You Fake It,177,51,200601,0,"pop punk, emo",65,1491980,9,1
Born for This,Paramore,Riot!,238,51,200706,0,"pop punk, emo",82,9474638,1,1
Gasoline,I Prevail,TRAUMA,153,70,201903,1,metalcore,71,1744410,18,1
Kingslayer (feat. BABYMETAL),Bring Me The Horizon,POST HUMAN: SURVIVAL HORROR,220,77,202010,1,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,1
Bloody Creature Poster Girl,In This Moment,Black Widow,260,48,201411,0,metal,63,1411114,39,1
Medicate Me,Rain City Drive,Things Are Different Now,167,65,202409,0,"post-hardcore, metalcore",60,339114,55,1
Take Me First,Bad Omens,THE DEATH OF PEACE OF MIND,199,65,202202,0,metalcore,74,1757840,8,1
Say It To My Face,If Not For Me,Say It To My Face,188,53,202411,0,metalcore,48,55150,76,1
Where the Lines Overlap,Paramore,Brand New Eyes,198,54,200909,0,"pop punk, emo",82,9474638,1,1
Nightmare,Polaris,Fatalism,268,59,202309,1,"metalcore, djent, metal, deathcore, post-hardcore",61,375471,29,1
Heads Up,Future Palace,Run,176,45,202206,0,metalcore,47,87625,44,1
Glass Houses,Bad Omens,Bad Omens,240,63,201608,1,metalcore,74,1757840,8,1
Ghost in My Home,Point North,Ghost in My Home,200,56,201810,1,pop punk,57,182043,56,1
Believe,Caskets,Reflections,251,43,202308,0,"metalcore, post-hardcore",61,209521,14,1
Hunting Season,Ice Nine Kills,Hunting Season,198,50,202204,0,"metalcore, metal",67,1112695,7,1
Malphas,Future Palace,Distortion,192,48,202409,0,metalcore,47,87625,44,1
The Taste of Ink,The Used,The Used,208,70,200206,1,"emo, screamo, post-hardcore, pop punk",64,1276098,6,1
Miss Murder,AFI,DECEMBERUNDERGROUND,206,72,200606,0,"punk, horror punk, emo, skate punk",62,971827,343,1
The Drug In Me Is You,Falling In Reverse,The Drug In Me Is You,218,76,201107,1,"emo, rap metal",76,3963547,54,1
Barely Breathing (feat. Against The Current),From Ashes to New,Blackout (Deluxe),190,59,202406,1,"rap rock, rap metal",60,589096,53,1
No Friend,Paramore,After Laughter,203,49,201705,0,"pop punk, emo",82,9474638,1,1
Native Tongue,Paramore,Paramore (Deluxe Edition),192,45,201304,0,"pop punk, emo",82,9474638,1,1
Besitos,Pierce The Veil,Selfish Machines (Reissue),264,64,201309,0,"emo, screamo, post-hardcore",77,3583033,4,1
Come And Get It,I Prevail,Lifelines,181,63,201610,1,metalcore,71,1744410,18,1
Running Out Of Time,Paramore,This Is Why,192,62,202302,0,"pop punk, emo",82,9474638,1,1
Bones Exposed,Of Mice & Men,Restoring Force,255,59,201401,1,"metalcore, post-hardcore, screamo, metal",61,1354909,20,1
The Ocean,Tonight Alive,The Other Side,181,33,201309,0,pop punk,48,338130,38,1
Face Me,The Plot In You,Swan Song,208,58,202109,0,metalcore,66,545636,40,1
Silence Speaks,While She Sleeps,You Are We,295,52,201704,1,"metalcore, metal, post-hardcore",56,496063,86,1
The Outsider,A Perfect Circle,Thirteenth Step,246,68,200301,0,alternative metal,65,2016760,132,1
Talk to a Friend,Rain City Drive,To Better Days,211,66,202008,0,"post-hardcore, metalcore",60,339114,55,1
Demons,If Not For Me,Everything You Wanted,194,48,202403,0,metalcore,48,55150,76,1
Scream,Get Scared,Best Kind Of Mess,219,45,201001,0,"emo, metalcore, post-hardcore",58,764241,21,1
So Far So Fake,Pierce The Veil,The Jaws Of Life,236,58,202302,0,"emo, screamo, post-hardcore",77,3583033,4,1
Bleed Me Dry,Memphis May Fire,Make Believe,202,17,202202,0,"metalcore, post-hardcore, screamo",62,924053,28,1
Manic,Wage War,Manic,164,63,202110,0,"metalcore, metal, deathcore, djent",62,589677,100,1
Helena,My Chemical Romance,Three Cheers for Sweet Revenge,204,81,200406,0,"emo, pop punk",81,9823059,31,1
Still into You,Paramore,Paramore,216,85,201304,0,"pop punk, emo",82,9474638,1,1
Breaking & Entering,Tonight Alive,What Are You So Scared Of?,212,37,201110,0,pop punk,48,338130,38,1
Animals,Architects,For Those That Wish To Exist,244,73,202102,1,"metalcore, djent, mathcore, metal, post-hardcore, deathcore",69,1172189,45,1
Dive In,Pierce The Veil,Misadventures,292,67,201605,1,"emo, screamo, post-hardcore",77,3583033,4,1
Fake Happy,Paramore,After Laughter,235,63,201705,0,"pop punk, emo",82,9474638,1,1
Meltdown,Motionless In White,Scoring The End Of The World,268,54,202206,1,"metalcore, metal, screamo",70,1910079,2,1
new way out,Poppy,Negative Spaces,202,67,202411,0,,67,1582523,49,1
Top 10 staTues tHat CriEd bloOd,Bring Me The Horizon,POST HUMAN: NeX GEn,240,69,202405,0,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,1
Pick Your Poison,Chrissy Costanza,VII,172,47,202410,0,,59,80448,107,1
I'm Gonna Find Another You,John Mayer,Continuum,163,56,200609,0,singer-songwriter,79,6181996,16,1
Whore,In This Moment,Blood,245,67,201208,1,metal,63,1411114,39,1
Make Believe,Memphis May Fire,Make Believe,229,22,202202,0,"metalcore, post-hardcore, screamo",62,924053,28,1
Alchemy,Daedric,Mortal,197,41,202308,0,,45,47201,66,1
Blood Meridian,The Used,Heartwork (Deluxe),165,21,202109,0,"emo, screamo, post-hardcore, pop punk",64,1276098,6,1
"It's Not a Fashion Statement, It's a Deathwish",My Chemical Romance,Three Cheers for Sweet Revenge,210,63,200406,0,"emo, pop punk",81,9823059,31,1
Going Under,Evanescence,Fallen,214,81,200303,0,alternative metal,78,5651192,30,1
Dark Passenger,Motionless In White,Reincarnate,229,43,201409,1,"metalcore, metal, screamo",70,1910079,2,1
The First Punch,Pierce The Veil,Collide With The Sky,205,62,201207,1,"emo, screamo, post-hardcore",77,3583033,4,1
If I Were,NOTHING MORE,Nothing More,212,59,201406,0,,67,545705,11,1
Justify,The Red Jumpsuit Apparatus,Don't You Fake It,208,49,200601,0,"pop punk, emo",65,1491980,9,1
The Ghost of You,My Chemical Romance,Three Cheers for Sweet Revenge,194,75,200406,0,"emo, pop punk",81,9823059,31,1
Blood on My Hands,The Used,Artwork (Deluxe Edition),197,45,200908,0,"emo, screamo, post-hardcore, pop punk",64,1276098,6,1
Ex-Mørtis,Ice Nine Kills,Welcome To Horrorwood: The Silver Scream 2,201,57,202110,1,"metalcore, metal",67,1112695,7,1
Unstoppable,Motionless In White,Reincarnate,207,44,201409,1,"metalcore, metal, screamo",70,1910079,2,1
High Hopes,Yours Truly,High Hopes,231,52,201801,0,pop punk,44,92460,60,1
Almost Easy,Avenged Sevenfold,Avenged Sevenfold,234,70,200710,0,"metal, alternative metal",79,11081124,36,1
Two Weeks,All That Remains,Overcome,257,64,200809,0,"metalcore, metal",59,1430597,122,1
Kool-Aid,Bring Me The Horizon,POST HUMAN: NeX GEn,228,71,202405,1,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,1
Tell Me It's Okay - Demo,Paramore,Paramore (Deluxe Edition),163,58,201304,0,"pop punk, emo",82,9474638,1,1
Funeral Derangements,Ice Nine Kills,Welcome To Horrorwood: The Silver Scream 2,224,61,202110,0,"metalcore, metal",67,1112695,7,1
New Light,John Mayer,Sob Rock,217,78,202107,0,singer-songwriter,79,6181996,16,1
(One of Those) Crazy Girls,Paramore,Paramore,212,59,201304,0,"pop punk, emo",82,9474638,1,1
I Hate Everything About You,Three Days Grace,Three Days Grace,231,84,200304,0,"post-grunge, rock",80,6956282,37,1
Darkbloom,We Came As Romans,Darkbloom,228,60,202210,0,"metalcore, post-hardcore, screamo",64,918355,35,1
Relapse,Polaris,The Mortal Coil,195,53,201711,1,"metalcore, djent, metal, deathcore, post-hardcore",61,375471,29,1
Infection,Memphis May Fire,Infection,167,41,202409,0,"metalcore, post-hardcore, screamo",62,924053,28,1
Synthetic Love,Motionless In White,Infamous (Deluxe Edition),219,45,201211,1,"metalcore, metal, screamo",70,1910079,2,1
Forgiveness,Paramore,After Laughter,219,56,201705,0,"pop punk, emo",82,9474638,1,1
Let the Flames Begin,Paramore,Riot!,198,53,200706,0,"pop punk, emo",82,9474638,1,1
Ready For Combat,Icon For Hire,The Reckoning,188,42,202209,0,christian rock,51,356148,22,1
Anomaly,I See Stars,Anomaly / Drift,198,58,202305,0,"metalcore, post-hardcore, screamo, deathstep",54,497184,70,1
IF IT DOESN'T HURT,NOTHING MORE,CARNAL,179,67,202406,0,,67,545705,11,1
Vicious Love (feat. Hayley Williams),New Found Glory,Resurrection: Ascension,197,55,201510,0,"pop punk, punk, emo",61,887788,362,1
One For the Money,Escape the Fate,Ungrateful,199,67,201305,1,"emo, screamo, post-hardcore, metalcore",63,1427783,43,1
My Stupid Mouth,John Mayer,Room For Squares,223,53,200108,0,singer-songwriter,79,6181996,16,1
Burned At Both Ends,Motionless In White,Infamous,210,43,201211,1,"metalcore, metal, screamo",70,1910079,2,1
I Don't Trust Myself (With Loving You),John Mayer,Continuum,292,60,200609,0,singer-songwriter,79,6181996,16,1
burn it down,Against The Current,fever,196,43,202107,0,pop punk,64,532952,12,1
Don't Stay,Linkin Park,Meteora (Bonus Edition),187,62,200303,0,"nu metal, rap metal, rock, alternative metal",91,30373947,23,1
ARMY OF ME,In This Moment,GODMODE,190,45,202310,0,metal,63,1411114,39,1
Angel Eyes (feat. Chris Motionless),New Years Day,Victim To Villain,176,49,201306,1,,45,294518,232,1
"I'm Made Of Wax, Larry, What Are You Made Of?",A Day To Remember,Homesick,180,67,200902,0,"metalcore, post-hardcore, pop punk, screamo, emo",72,2488997,27,1
Burned At Both Ends II,Motionless In White,Scoring The End Of The World,237,50,202206,0,"metalcore, metal, screamo",70,1910079,2,1
Breathe Today,Flyleaf,Flyleaf,149,48,200601,0,"christian rock, christian alternative rock, emo",64,1415610,15,1
Self-Destruction,I Prevail,TRUE POWER,146,65,202208,1,metalcore,71,1744410,18,1
Fashionably Late,Falling In Reverse,Fashionably Late (Deluxe Edition),213,66,201306,1,"emo, rap metal",76,3963547,54,1
Uncontrolled,Future Palace,Distortion,223,42,202409,1,metalcore,47,87625,44,1
Dead Talk,Wind Walkers,What If I Break?,195,64,202311,0,"metalcore, post-hardcore",61,94369,80,1
Theatre,Icon For Hire,Scripted,162,39,201101,0,christian rock,51,356148,22,1
Floral & Fading,Pierce The Veil,Misadventures,209,68,201605,1,"emo, screamo, post-hardcore",77,3583033,4,1
More Than Misery,Caskets,Reflections,221,50,202308,0,"metalcore, post-hardcore",61,209521,14,1
Just The Way You Are,Pierce The Veil,"Punk Goes Pop, Vol. 4",223,59,201111,0,"emo, screamo, post-hardcore",77,3583033,4,1
welcome2paradise,Conquer Divide,Slow Burn,286,43,202309,1,metalcore,52,128936,33,1
The Edge,Tonight Alive,The Edge,180,38,201404,0,pop punk,48,338130,38,1
Fuck You,The Used,Fuck You,177,41,202210,1,"emo, screamo, post-hardcore, pop punk",64,1276098,6,1
Cynical Skin,Get Scared,"Built for Blame, Laced With Shame - Spotify Exclusive",191,50,201208,0,"emo, metalcore, post-hardcore",58,764241,21,1
The Greatest Story Ever Told,Ice Nine Kills,Safe Is Just A Shadow,262,50,201007,0,"metalcore, metal",67,1112695,7,1
How Does It Feel?,Tonight Alive,Limitless,208,28,201603,0,pop punk,48,338130,38,1
Decarabia,Future Palace,Distortion,220,41,202409,0,metalcore,47,87625,44,1
Gravity,John Mayer,Continuum,245,77,200609,0,singer-songwriter,79,6181996,16,1
Looking Up,Paramore,Brand New Eyes,209,54,200909,0,"pop punk, emo",82,9474638,1,1
Up In Flames,Icon For Hire,Scripted,168,40,201101,0,christian rock,51,356148,22,1
Deadly Fun,Dark Divine,Deadly Fun,217,35,202309,1,metalcore,49,58371,51,1
Perfect World,Catch Your Breath,Shame On Me (Deluxe Edition),194,53,202409,1,metalcore,64,216967,72,1
Blow Me Away - Featuring Valora,Breaking Benjamin,Shallow Bay: The Best Of Breaking Benjamin (Explicit),189,49,201101,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,1
Sex Metal Barbie,In This Moment,Black Widow,262,58,201411,0,metal,63,1411114,39,1
Dreamstate,Future Palace,Distortion,240,40,202409,0,metalcore,47,87625,44,1
Numb,The Used,Toxic Positivity,174,35,202305,1,"emo, screamo, post-hardcore, pop punk",64,1276098,6,1
Below The Belt (feat. Set It Off),Point North,Below The Belt (feat. Set It Off),192,57,202310,0,pop punk,57,182043,56,1
The Halfway Point,Reliqa,Eventide,241,35,201811,1,,36,27926,64,1
I Don't Care - US Version,Apocalyptica,I Don't Care,221,67,200805,0,symphonic metal,64,1129930,148,1
Let Me Leave,Currents,The Way It Ends,201,63,202006,0,"metalcore, djent, deathcore, metal",61,300692,73,1
7 Minutes in Hell,Chrissy Costanza,VII,186,62,202410,0,,59,80448,107,1
Bulletproof Love,Pierce The Veil,Selfish Machines,237,71,201006,0,"emo, screamo, post-hardcore",77,3583033,4,1
STUCK (feat. Sinizter),NOTHING MORE,CARNAL,209,52,202406,0,,67,545705,11,1
when we were young,Architects,the classic symptoms of a broken spirit,193,60,202210,0,"metalcore, djent, mathcore, metal, post-hardcore, deathcore",69,1172189,45,1
Keep Myself Alive,Get Scared,"Built for Blame, Laced With Shame - Spotify Exclusive",216,55,201208,0,"emo, metalcore, post-hardcore",58,764241,21,1
Go To War,NOTHING MORE,The Stories We Tell Ourselves,245,68,201709,1,,67,545705,11,1
Carry the Weight,We Came As Romans,Carry the Weight / From the First Note,229,57,201909,0,"metalcore, post-hardcore, screamo",64,918355,35,1
Landmine,Polaris,The Death of Me,228,54,202002,1,"metalcore, djent, metal, deathcore, post-hardcore",61,375471,29,1
Venom,Icon For Hire,Amorphous (Extended Edition),175,50,202112,0,christian rock,51,356148,22,1
Iodine,Icon For Hire,Scripted,152,44,201101,0,christian rock,51,356148,22,1
Face Down (Alliance Edition),The Red Jumpsuit Apparatus,Don't You Fake It (Alliance Edition),191,52,201401,0,"pop punk, emo",65,1491980,9,1
Call Me When You're Sober,Evanescence,The Open Door,214,75,200601,0,alternative metal,78,5651192,30,1
In Loving Memory,First and Forever,In Loving Memory,172,51,202005,0,pop punk,46,55931,98,1
Petrichor,Cassyette,Petrichor,243,57,202109,0,,51,125940,93,1
I Don't Care - Single Version,Fall Out Boy,Folie à Deux,214,65,200812,0,"emo, pop punk",81,11306194,71,1
Grow Up,Paramore,Paramore,230,54,201304,0,"pop punk, emo",82,9474638,1,1
Going Under - Remastered 2023,Evanescence,Fallen (Deluxe Edition / Remastered 2023),214,48,202311,0,alternative metal,78,5651192,30,1
Papercut,Linkin Park,Hybrid Theory (Bonus Edition),184,81,200010,0,"nu metal, rap metal, rock, alternative metal",91,30373947,23,1
26,Paramore,After Laughter,221,57,201705,0,"pop punk, emo",82,9474638,1,1
Out For Blood,Sum 41,Order In Decline,216,58,201907,0,"pop punk, punk, skate punk",73,4223025,25,1
Here's To The Heartache,NOTHING MORE,Nothing More,257,59,201406,0,,67,545705,11,1
Do It Now Remember It Later,Sleeping With Sirens,Let's Cheers To This,203,0,201105,0,"emo, post-hardcore, screamo",68,2517462,5,1
Rule Of Nines,Spiritbox,Rule Of Nines,211,56,201911,0,"metalcore, djent, metal",69,915026,13,1
Shadow Moses,Bring Me The Horizon,Sempiternal (Expanded Edition),243,72,201304,1,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,1
The Divine Zero,Pierce The Veil,Misadventures,248,62,201605,1,"emo, screamo, post-hardcore",77,3583033,4,1
Hangfire,Wind Walkers,What If I Break?,195,67,202311,0,"metalcore, post-hardcore",61,94369,80,1
Turn It Off,Paramore,Brand New Eyes,259,58,200909,0,"pop punk, emo",82,9474638,1,1
"Piano Sonata No. 7 in D Major, Op. 10 No. 3: I. Presto",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,414,18,201001,0,"classical, classical piano, chamber music",73,5626271,10,1
Shepherd of Fire,Avenged Sevenfold,Hail to the King,323,73,201308,0,"metal, alternative metal",79,11081124,36,1
Ain't It Fun,Paramore,Paramore,296,80,201304,0,"pop punk, emo",82,9474638,1,1
Bad Things,Get Scared,The Dead Days,205,42,201904,1,"emo, metalcore, post-hardcore",58,764241,21,1
Everybody Sells Cocaine,Motionless In White,Reincarnate,235,46,201409,1,"metalcore, metal, screamo",70,1910079,2,1
Prayer Of The Refugee,Rise Against,The Sufferer & The Witness,199,71,200601,0,"punk, hardcore punk",73,2894836,68,1
Punching Bag,Set It Off,Punching Bag,179,64,202303,1,,66,1096575,152,1
"Piano Sonata No. 17 in D Minor, Op. 31 No. 2 ""The Tempest"": I. Largo - Allegro",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,534,17,201001,0,"classical, classical piano, chamber music",73,5626271,10,1
To the End,My Chemical Romance,Three Cheers for Sweet Revenge,181,65,200406,0,"emo, pop punk",81,9823059,31,1
Set Me On Fire,Flyleaf,Between The Stars (Special Edition),217,52,201409,0,"christian rock, christian alternative rock, emo",64,1415610,15,1
Why Georgia,John Mayer,Room For Squares,268,64,200108,0,singer-songwriter,79,6181996,16,1
Los Angeles,Sugarcult,Lights Out,237,57,200609,1,"pop punk, punk, emo",55,309941,171,1
Painkiller,Three Days Grace,Human,179,74,201503,0,"post-grunge, rock",80,6956282,37,1
